Unnamed: 0,id,title,url,minutes,ingredients_ids,ingredients_names,calories
477,631770,"Best Carrot Cake"" With Cream Cheese Icing",https://spoonacular.com/best-carrot-cake-with-cream-cheese-icing-631770,45,"[20081, 18371, 18372, 2010, 2025, 2047, 19335, 19334, 1123, 4513, 2050, 11124, 9266, 12142, 1017, 1001, 2050, 19336]","['all purpose flour', 'baking powder', 'baking soda', 'cinnamon', 'nutmeg', 'salt', 'granulated sugar', 'brown sugar', 'eggs', 'vegetable oil', 'vanilla', 'carrots', 'pineapple', 'pecans', 'cream cheese', 'butter', 'vanilla', 'icing sugar']",989
478,639616,Classic Matzo Ball Soup,https://spoonacular.com/classic-matzo-ball-soup-639616,45,"[10211821, 11124, 10111143, 5006, 2045, 1123, 2045, 18217, 11282, 11297, 2047, 1102047, 14121, 4513]","['bell pepper', 'carrots', 'celery stalks', 'chicken', 'dill', 'eggs', 'fresh dill', 'matzo meal', 'onion', 'parsley', 'salt', 'salt and pepper', 'seltzer water', 'vegetable oil']",1035
479,636328,Brownie Coffins,https://spoonacular.com/brownie-coffins-636328,45,"[1145, 19335, 1123, 2050, 19165, 20081, 18371, 2047, 19087, 19157]","['unsalted butter', 'sugar', 'eggs', 'vanilla extract', 'cocoa powder', 'flour', 'baking powder', 'salt', 'white chocolate', 'm&m candy']",358
480,715514,Rice Krispie Treats and Christmas,https://spoonacular.com/rice-krispie-treats-and-christmas-715514,45,"[1001, 93775, 8066, 19116, 93645, 4513]","['butter', 'candy melts', 'crisp rice cereal', 'marshmallows', 'sprinkles', 'vegetable oil']",656
481,651407,Mediterranean eggplants,https://spoonacular.com/mediterranean-eggplants-651407,45,"[12061, 18079, 1123, 11209, 1019, 2045, 1026, 4053, 1002030, 1017063]","['almonds', 'bread crumbs', 'egg', 'eggplants', 'feta cheese', 'fresh dill', 'mozzarella cheese', 'olive oil', 'pepper', 'sausage']",678
482,643241,Four-Berry Blast Fruit Smoothie,https://spoonacular.com/four-berry-blast-fruit-smoothie-643241,10,"[9042, 9050, 14292, 9302, 9316, 19335, 2050, 1077]","['blackberries', 'blueberries', 'lemonade concentrate', 'raspberries', 'strawberries', 'sugar', 'vanilla extract', 'whole milk']",264
483,729532,Gluten Free Almond Blueberry Coffee Cake,https://spoonacular.com/gluten-free-almond-blueberry-coffee-cake-729532,60,"[12061, 18371, 9050, 4582, 1123, 93620, 19335, 1012047, 19908, 1119, 1077, 93626]","['almonds', 'baking powder', 'blueberries', 'canola oil', 'egg', 'gluten free flour', 'granulated sugar', 'sea salt', 'turbinado sugar', 'vanilla yogurt', 'whole milk', 'xanthan gum']",298
484,660266,Slow Cooked Corned Beef and Cabbage,https://spoonacular.com/slow-cooked-corned-beef-and-cabbage-660266,500,"[2004, 6008, 1022030, 11124, 2048, 10013346, 11215, 11109, 11282, 11352, 2049]","['bay leaves', 'beef broth', 'black peppercorns', 'carrots', 'cider vinegar', 'corned beef brisket', 'garlic cloves', 'green cabbage', 'onions', 'potatoes', 'thyme']",385
485,715588,Easy Thanksgiving Entertaining,https://spoonacular.com/easy-thanksgiving-entertaining-715588,10,"[1053, 1002035, 2047, 19335, 2050, 1077]","['heavy cream', 'pumpkin spice mix', 'salt', 'sugar', 'vanilla', 'whole milk']",475
486,650965,Mardi Gras Cupcakes,https://spoonacular.com/mardi-gras-cupcakes-650965,45,"[18371, 18372, 1230, 10020129, 10314037, 1123, 10711111, 10711111, 10711111, 4053, 19336, 2047, 19335, 1145, 2050]","['baking powder', 'baking soda', 'buttermilk', 'cake flour', 'coconut rum', 'eggs', 'food coloring', 'food coloring', 'food coloring', 'olive oil', 'powdered sugar', 'salt', 'sugar', 'unsalted butter', 'vanilla extract']",565
487,993462,Captain America Shield Cookies,https://spoonacular.com/captain-america-shield-cookies-993462,45,"[93775, 4047, 10118192, 10118192, 20027, 18133, 18133, 19335, 2050]","['candy melts', 'coconut oil', 'cookie', 'cookie', 'cornstarch', 'lb cake', 'lb cake', 'sugar', 'vanilla']",179
488,635370,Blue Cheese Tartlets With Fig Jam and Walnuts,https://spoonacular.com/blue-cheese-tartlets-with-fig-jam-and-walnuts-635370,45,"[1004, 1001, 11519297, 20081, 9216, 12155]","['blue cheese', 'butter', 'fig jam', 'flour', 'orange zest', 'walnuts']",293
489,652750,Mussels & Clams in White Wine {Cozze e Vongole},https://spoonacular.com/mussels-clams-in-white-wine-cozze-e-vongole-652750,45,"[10311529, 1032009, 11297, 11215, 4053, 2047, 14084]","['cherry tomatoes', 'chili flakes', 'fresh parsley', 'garlic', 'olive oil', 'salt', 'wine']",116
490,632502,Apple Cheddar Turkey Burgers With Chipotle Yogurt Sauce,https://spoonacular.com/apple-cheddar-turkey-burgers-with-chipotle-yogurt-sauce-632502,45,"[9003, 18079, 5662, 6168, 11282, 1001116, 1102047, 1031009, None]","['apple', 'bread crumbs', 'ground turkey', 'hot sauce', 'onion', 'plain yogurt', 'salt and pepper', 'sharp cheddar cheese', 'garnish']",358
491,649195,Lamb Burgers With Tzatziki Sauce,https://spoonacular.com/lamb-burgers-with-tzatziki-sauce-649195,45,"[11206, 1123, 1034053, 11297, 2045, 11215, 1256, 17224, 18350, 9152, 1082047]","['cucumber', 'egg', 'extra virgin olive oil', 'flat leaf parsley', 'fresh dill', 'garlic', 'greek yogurt', 'ground lamb', 'hamburger buns', 'juice of lemon', 'kosher salt']",614
492,633251,Bacalhau Macau,https://spoonacular.com/bacalhau-macau-633251,45,"[18079, 1001, 11165, 1123, 1124, 11215, 11216, 11291, 11353, 1039195, 2047, 15018, 4058, 1001053, 2032]","['breadcrumbs', 'butter', 'cilantro', 'egg', 'egg white', 'garlic', 'ginger', 'green onion', 'idaho potato', 'oil cured black olives', 'salt', 'salt cod', 'sesame oil', 'whipping cream', 'white pepper']",504
